cluster,primary_keyword,secondary_keywords,intent,serp_page_type,target_url,existing_or_new,keep_create_merge_hold_noindex,parent_hub,inbound_links_from,outbound_money_path,monetization_route,medical_review_level,schema_candidates,SERP_research_status,Semrush_status,cannibalization_notes
Consumer devices and recovery commerce,מד סוכר רציף,NONE IN WAVE 0 SEED,Device/product research,Product/category/supplier page or B2B quote landing page,/devices/continuous-glucose-monitors/,new candidate; legacy equivalent check required,create candidate,/products/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Licensed/eligible product or referral only after exact classification/model,M4,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,מד סטורציה,NONE IN WAVE 0 SEED,Device/product research,Product/category/supplier page or B2B quote landing page,/products/pulse-oximeters/,new candidate; legacy equivalent check required,create candidate,/products/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Eligible product commerce after claims/status review,M3,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,מכשיר CPAP,מכשיר CPAP מחיר,Device/product + provider discovery; Price/product comparison,Integrated decision + price guide,/devices/cpap/,new candidate; legacy equivalent check required,create candidate,/products/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Verified supplier quote; payer route; Verified supplier/clinic quote; service and consumables,M4,BreadcrumbList; MedicalWebPage; Article; ItemList; Offer only when a real verified offer exists,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","2 seed queries are provisionally consolidated on this URL. Manual review required for price, risk, recovery, provider and broad-treatment intent separation. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,מכשיר TENS,NONE IN WAVE 0 SEED,Device/product research,Product/category/supplier page or B2B quote landing page,/products/tens-units/,new candidate; legacy equivalent check required,create candidate,/products/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Eligible product commerce after status/claims review,M3,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,מכשיר אינהלציה,NONE IN WAVE 0 SEED,Device/product research,Product/category/supplier page or B2B quote landing page,/products/nebulizers/,new candidate; legacy equivalent check required,create candidate,/products/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Eligible product commerce after status/claims review,M3,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,כיסא גלגלים חשמלי,NONE IN WAVE 0 SEED,Product research + quote,Medical education / treatment decision page,/products/electric-wheelchairs/,new candidate; legacy equivalent check required,create candidate,/products/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Quote/commerce; installation/service,M3,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,הליכון למבוגרים,NONE IN WAVE 0 SEED,Product research,Medical education / treatment decision page,/products/walkers/,new candidate; legacy equivalent check required,create candidate,/products/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Eligible product commerce,M2,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,מיטה סיעודית ביתית,NONE IN WAVE 0 SEED,Product research + rental/quote,Service decision/coordination page,/products/home-care-beds/,new candidate; legacy equivalent check required,create candidate,/products/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Quote/rental/commerce with installation/service,M3,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,מכשירי שיקום ביתיים,NONE IN WAVE 0 SEED,Product/category research,Medical education / treatment decision page,/products/home-rehabilitation/,new candidate; legacy equivalent check required,create candidate,/products/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Eligible commerce/quote,M3,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,מוצרי החלמה אחרי ניתוח,NONE IN WAVE 0 SEED,Product/category research,Product/category/supplier page or B2B quote landing page,/products/post-surgery-recovery/,new candidate; legacy equivalent check required,create candidate,/products/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Eligible commerce with procedure-specific safeguards,M3,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,ציוד רפואי לבית,NONE IN WAVE 0 SEED,Product/category research,Product/category/supplier page or B2B quote landing page,/products/home-medical-equipment/,new candidate; legacy equivalent check required,create candidate,/products/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Eligible commerce/quote/rental,M3,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Consumer devices and recovery commerce,השכרת ציוד רפואי,NONE IN WAVE 0 SEED,Rental/quote intent,Product/category/supplier page or B2B quote landing page,/medical-equipment-rental/,new candidate; legacy equivalent check required,create candidate,/products/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Verified supplier quote/rental fee,M3,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,ציוד רפואי,מכירת ציוד רפואי,Product/category + supplier discovery; Supplier/product discovery,Product/category/supplier page or B2B quote landing page,/medical-equipment/,new candidate; legacy equivalent check required,create candidate,/medical-equipment/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,B2B catalog subscription; quote/RFP; eligible B2C categories separately; Supplier subscriptions; quote/commerce,M3,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","2 seed queries are provisionally consolidated on this URL. Manual review required for price, risk, recovery, provider and broad-treatment intent separation. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,מכשור רפואי למרפאות,ציוד למרפאה,B2B product/category; B2B product/category + quote,Product/category/supplier page or B2B quote landing page,/medical-equipment/for-clinics/,new candidate; legacy equivalent check required,create candidate,/medical-equipment/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,B2B quote/RFP; Supplier subscription; quote/RFP; financing referral after review,M3,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","2 seed queries are provisionally consolidated on this URL. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,ציוד רפואי מקצועי,NONE IN WAVE 0 SEED,B2B product/category,Product/category/supplier page or B2B quote landing page,/medical-equipment/professional/,new candidate; legacy equivalent check required,create candidate,/medical-equipment/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,B2B quote/RFP,M3,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,ציוד רפואי יד שנייה,מכשור רפואי יד שנייה,B2B used-equipment marketplace,Product/category/supplier page or B2B quote landing page,/medical-equipment/used/,new candidate; legacy equivalent check required,create candidate,/medical-equipment/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Listings; assisted transaction; Listings; assisted transaction; inspection/service fees,M3,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","2 seed queries are provisionally consolidated on this URL. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,השכרת ציוד רפואי למרפאות,NONE IN WAVE 0 SEED,B2B rental/quote,Product/category/supplier page or B2B quote landing page,/medical-equipment/rental-for-clinics/,new candidate; legacy equivalent check required,create candidate,/medical-equipment/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Quote/rental; supplier fee,M3,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,ליסינג לציוד רפואי,NONE IN WAVE 0 SEED,B2B financing/quote,Price/cost guide,/medical-equipment/leasing/,new candidate; legacy equivalent check required,create candidate,/medical-equipment/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Financing referral only with licensed/approved partners and disclosures,M3,BreadcrumbList; MedicalWebPage; Article; ItemList; Offer only when a real verified offer exists,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,מכשיר אולטרסאונד למרפאה,NONE IN WAVE 0 SEED,B2B product/model + quote,Product/category/supplier page or B2B quote landing page,/medical-equipment/ultrasound/,new candidate; legacy equivalent check required,create candidate,/medical-equipment/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Supplier quote/RFP; installation/training/service,M3,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,מכשיר לייזר רפואי,NONE IN WAVE 0 SEED,B2B product/category + quote,Product/category/supplier page or B2B quote landing page,/medical-equipment/medical-lasers/,new candidate; legacy equivalent check required,create candidate,/medical-equipment/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Supplier quote/RFP; training/service,M4,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,מכשיר לייזר להסרת שיער,NONE IN WAVE 0 SEED,B2B product/category + quote,Product/category/supplier page or B2B quote landing page,/medical-equipment/hair-removal-lasers/,new candidate; legacy equivalent check required,create candidate,/medical-equipment/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Supplier quote/RFP; leasing/service,M4,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,ציוד לרפואת שיניים,NONE IN WAVE 0 SEED,B2B category + quote,Product/category/supplier page or B2B quote landing page,/medical-equipment/dental/,new candidate; legacy equivalent check required,create candidate,/medical-equipment/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Supplier quote/RFP; catalog subscription,M3,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,ציוד לקליניקה אסתטית,NONE IN WAVE 0 SEED,B2B category + quote,Product/category/supplier page or B2B quote landing page,/medical-equipment/aesthetic-clinics/,new candidate; legacy equivalent check required,create candidate,/medical-equipment/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Supplier quote/RFP; leasing,M4,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,מיטת טיפולים חשמלית,NONE IN WAVE 0 SEED,B2B/B2C product + quote,Product/category/supplier page or B2B quote landing page,/medical-equipment/treatment-tables/,new candidate; legacy equivalent check required,create candidate,/medical-equipment/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Checkout or quote depending model,M2,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,אוטוקלב למרפאה,NONE IN WAVE 0 SEED,B2B product + quote,Product/category/supplier page or B2B quote landing page,/medical-equipment/autoclaves/,new candidate; legacy equivalent check required,create candidate,/medical-equipment/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Supplier quote; installation/service,M3,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,תחזוקת ציוד רפואי,NONE IN WAVE 0 SEED,B2B service discovery,Service decision/coordination page,/medical-equipment/maintenance/,new candidate; legacy equivalent check required,create candidate,/medical-equipment/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Service lead/RFP; maintenance contract,M3,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,תיקון מכשור רפואי,NONE IN WAVE 0 SEED,B2B service discovery,Service decision/coordination page,/medical-equipment/repair/,new candidate; legacy equivalent check required,create candidate,/medical-equipment/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Service lead/RFP,M3,BreadcrumbList; MedicalWebPage; Article; Organization; FAQPage only when visible content and current eligibility rules support it,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,חלקי חילוף לציוד רפואי,NONE IN WAVE 0 SEED,B2B parts/model lookup,Product/category/supplier page or B2B quote landing page,/medical-equipment/parts/,new candidate; legacy equivalent check required,create candidate,/medical-equipment/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,B2B commerce/quote,M3,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,ספק ציוד רפואי,NONE IN WAVE 0 SEED,Supplier discovery,Product/category/supplier page or B2B quote landing page,/medical-equipment/suppliers/,new candidate; legacy equivalent check required,create candidate,/medical-equipment/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Verified supplier directory; subscriptions; quote/RFP,M3,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,הצעת מחיר לציוד רפואי,NONE IN WAVE 0 SEED,B2B quote/RFP,Product/category/supplier page or B2B quote landing page,/medical-equipment/request-a-quote/,new candidate; legacy equivalent check required,create candidate,/medical-equipment/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,RFP/qualified opportunity fee,M3,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
B2B medical equipment,מכרז ציוד רפואי,NONE IN WAVE 0 SEED,B2B procurement information,Product/category/supplier page or B2B quote landing page,/medical-equipment/tenders/,new candidate; legacy equivalent check required,create candidate,/medical-equipment/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,Subscription/data product/lead only after rights and procurement-law review,M3,BreadcrumbList; Product and Offer only for verified current inventory/prices; ItemList; Organization; WebPage,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medication and pharmacy,מאגר תרופות,NONE IN WAVE 0 SEED,Drug reference,Medicine/ingredient/safety reference page,/medicines/,new candidate; legacy equivalent check required,create candidate,/medicines/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,No ordinary monetization; licensed pharmacy navigation only after exact model,M4,BreadcrumbList; MedicalWebPage; Drug/DrugClass where semantically correct; Article; Organization,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medication and pharmacy,מחיר תרופה,NONE IN WAVE 0 SEED,Drug price information,Price/cost guide,/medicines/prices/,new candidate; legacy equivalent check required,create candidate,/medicines/,Relevant symptom/condition/test/procedure/ingredient pages; parent hub; glossary entities; verified provider/product profiles,Contextual verified provider/product/service discovery only after the user’s information task; urgent and medication-safety pages have restricted/zero commercial paths,No direct prescription commerce; licensed navigation only,M4,BreadcrumbList; MedicalWebPage; Article; ItemList; Offer only when a real verified offer exists,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
