cluster,primary_keyword,secondary_keywords,intent,serp_page_type,target_url,url_state,decision,monetization_route,medical_review_level,serp_research_status,semrush_status,notes
Medication and pharmacy,תרופה ללא מרשם,NONE IN WAVE 0 SEED,OTC reference/product boundary,Medicine/ingredient/safety reference page,/medicines/otc/,new,hold,Commerce only through exact licensed model,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medication and pharmacy,בית מרקחת אונליין,NONE IN WAVE 0 SEED,Licensed pharmacy discovery,Medicine/ingredient/safety reference page,/pharmacies/online/,new,hold,Licensed pharmacy partnership only,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medication and pharmacy,זמינות תרופות,NONE IN WAVE 0 SEED,Availability navigation,Medicine/ingredient/safety reference page,/medicines/availability/,new,hold,Licensed/official links only,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medication and pharmacy,מחסור בתרופות,NONE IN WAVE 0 SEED,Drug-shortage information,Medicine/ingredient/safety reference page,/medicines/shortages/,new,hold,No monetization; official safety information,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medication and pharmacy,חלופות לתרופה,NONE IN WAVE 0 SEED,Drug alternatives information,Medicine/ingredient/safety reference page,/medicines/alternatives/,new,hold,No automated recommendation; pharmacist/doctor routing,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medication and pharmacy,אינטראקציות בין תרופות,NONE IN WAVE 0 SEED,Drug safety education,Medicine/ingredient/safety reference page,/medicines/interactions/,new,hold,No automated patient-specific checking without regulated/validated model,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Medication and pharmacy,מרשם דיגיטלי,NONE IN WAVE 0 SEED,Health-system navigation,Medicine/ingredient/safety reference page,/medicines/digital-prescriptions/,new,hold,No prescribing/fulfillment without exact licensed integration,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Urgent and emergency safety,כאב בחזה,NONE IN WAVE 0 SEED,Urgent or emergency intent,Urgent safety/triage-routing information page (non-diagnostic),/safety/chest-pain/,new,hold,No ordinary monetization; emergency/public-service routing only,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Urgent and emergency safety,קוצר נשימה,NONE IN WAVE 0 SEED,Urgent or emergency intent,Urgent safety/triage-routing information page (non-diagnostic),/safety/shortness-of-breath/,new,hold,No ordinary monetization; emergency/public-service routing only,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Urgent and emergency safety,שבץ סימנים,NONE IN WAVE 0 SEED,Urgent or emergency intent,Urgent safety/triage-routing information page (non-diagnostic),/safety/stroke-signs/,new,hold,No ordinary monetization; emergency/public-service routing only,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Urgent and emergency safety,תגובה אלרגית קשה,NONE IN WAVE 0 SEED,Urgent or emergency intent,Urgent safety/triage-routing information page (non-diagnostic),/safety/severe-allergic-reaction/,new,hold,No ordinary monetization; emergency/public-service routing only,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Urgent and emergency safety,מנת יתר תרופות,NONE IN WAVE 0 SEED,Urgent or emergency intent,Urgent safety/triage-routing information page (non-diagnostic),/safety/medicine-overdose/,new,hold,No ordinary monetization; emergency/public-service routing only,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Urgent and emergency safety,דימום חמור,NONE IN WAVE 0 SEED,Urgent or emergency intent,Urgent safety/triage-routing information page (non-diagnostic),/safety/severe-bleeding/,new,hold,No ordinary monetization; emergency/public-service routing only,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Urgent and emergency safety,מחשבות אובדניות,NONE IN WAVE 0 SEED,Urgent or emergency intent,Urgent safety/triage-routing information page (non-diagnostic),/safety/suicidal-thoughts/,new,hold,No ordinary monetization; emergency/public-service routing only,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Urgent and emergency safety,מצב חירום רפואי,NONE IN WAVE 0 SEED,Urgent or emergency intent,Urgent safety/triage-routing information page (non-diagnostic),/safety/medical-emergency/,new,hold,No ordinary monetization; emergency/public-service routing only,M4,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Professional regulatory and service,רישום אמ״ר,NONE IN WAVE 0 SEED,Professional regulatory information,Medical education / treatment decision page,/professionals/medical-devices/amar-registration/,new,hold,Professional service/content; no approval promise,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Professional regulatory and service,בדיקת רישום אמ״ר,NONE IN WAVE 0 SEED,Professional/product-status lookup,Medical education / treatment decision page,/medical-equipment/amar-status/,new,hold,Supplier/product verification utility,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Professional regulatory and service,יבוא מכשור רפואי,NONE IN WAVE 0 SEED,Professional regulatory information,Medical education / treatment decision page,/professionals/medical-equipment/import/,new,hold,Professional services/referral only with disclosure,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
Professional regulatory and service,אחריות ציוד רפואי,NONE IN WAVE 0 SEED,B2B after-sales information,Service decision/coordination page,/medical-equipment/warranty/,new,hold,Service-contract lead,M3,"DATA REQUIRED — Google Israel Hebrew, desktop and mobile, city where relevant, dated capture","DATA REQUIRED — authenticated export; do not infer volume, CPC, KD or ranking","Wave 0 source decision was a create candidate. Held until the URL inventory, localized SERP overlap, GSC, Semrush, backlink, and medical-governance gates pass. Single seed intent; neighboring-query overlap is not yet measured. Use the ≥50% / ≤30% / 31–49% top-ten overlap heuristic only as an internal triage rule, not a Google rule."
